Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
18 OCT 2024,MASFIN,EQ,MAS FINANCIAL SERV LTD   ,Listed    ,18 OCT 2024,              10.00,         181453377,            300.00,    54436013100.00    
18 OCT 2024,MASKINVEST,BE,MASK INVESTMENTS LIMITED ,Listed    ,18 OCT 2024,              10.00,           3051500,            130.50,      398159720.00
18 OCT 2024,MASON,SM,MASON INFRATECH LIMITED  ,Listed    ,18 OCT 2024,              10.00,          17572500,            144.20,     2533954500.00     
18 OCT 2024,MASTEK,EQ,MASTEK LTD               ,Listed    ,18 OCT 2024,               5.00,          30861937,           3017.60,    93128981091.20    
18 OCT 2024,MASTER,ST,MASTER COMPONENTS LIMITED,Listed    ,16 OCT 2024,              10.00,           4000000,            299.20,     1196800000.00    
18 OCT 2024,MATRIMONY,EQ,MATRIMONY.COM LIMITED    ,Listed    ,18 OCT 2024,               5.00,          22263361,            827.95,    18432949739.95 
18 OCT 2024,MAWANASUG,EQ,MAWANA SUGARS LIMITED    ,Listed    ,18 OCT 2024,              10.00,          39116864,            113.00,     4419423294.70 
18 OCT 2024,MAXESTATES,EQ,MAX ESTATES LIMITED      ,Listed    ,18 OCT 2024,              10.00,         160798033,            611.95,    98400356294.35
18 OCT 2024,MAXHEALTH,EQ,MAX HEALTHCARE INS LTD   ,Listed    ,18 OCT 2024,              10.00,         972132053,            937.40,   911276586482.20 
18 OCT 2024,MAXIND,EQ,MAX INDIA LIMITED        ,Listed    ,18 OCT 2024,              10.00,          43170768,            268.20,    11578399977.60    
18 OCT 2024,MAXPOSURE,SM,MAXPOSURE LIMITED        ,Listed    ,18 OCT 2024,              10.00,          22740950,            100.70,     2290013665.00 
18 OCT 2024,MAYURUNIQ,EQ,MAYUR UNIQUOTERS LTD     ,Listed    ,18 OCT 2024,               5.00,          43952600,            621.80,    27329726680.00 
18 OCT 2024,MAZDA,EQ,MAZDA LIMITED            ,Listed    ,18 OCT 2024,              10.00,           4005000,           1289.45,     5164247250.00     
18 OCT 2024,MAZDOCK,EQ,MAZAGON DOCK SHIPBUIL LTD,Listed    ,18 OCT 2024,              10.00,         201690000,           4526.35,   912919531500.00   
18 OCT 2024,MBAPL,EQ,MADHYA BHARAT AGRO P. LTD,Listed    ,18 OCT 2024,              10.00,          87626940,            229.95,    20149814853.00     
18 OCT 2024,MBECL,BZ,MCNALLY BH. ENG. CO.LTD  ,Listed    ,18 OCT 2024,              10.00,         172151757,              4.55,      786733529.50     
18 OCT 2024,MBLINFRA,BE,MBL INFRASTRUCTURE LTD   ,Listed    ,18 OCT 2024,              10.00,         109754624,             59.20,     6499668833.30  
18 OCT 2024,MCL,EQ,MADHAV COPPER LIMITED    ,Listed    ,18 OCT 2024,               5.00,          27142800,             36.40,      987726492.00       
18 OCT 2024,MCLEODRUSS,EQ,MCLEOD RUSSEL INDIA LTD. ,Listed    ,18 OCT 2024,               5.00,         104455735,             31.25,     3262152604.05
18 OCT 2024,MCON,SM,MCON RASAYAN INDIA LTD   ,Listed    ,18 OCT 2024,              10.00,           6303750,            143.30,      903327375.00      
18 OCT 2024,MCX,EQ,MULTI COMMODITY EXCHANGE ,Permitted ,18 OCT 2024,              10.00,          50998369,           6561.15,   334607948764.35       
18 OCT 2024,MDL,SM,MARVEL DECOR LIMITED     ,Listed    ,16 OCT 2024,              10.00,          17040140,             99.25,     1691233895.00       
18 OCT 2024,MEDANTA,EQ,GLOBAL HEALTH LIMITED    ,Listed    ,18 OCT 2024,               2.00,         268547382,           1067.75,   286741467130.50   
18 OCT 2024,MEDIASSIST,EQ,MEDI ASSIST HEALTH SER L ,Listed    ,18 OCT 2024,               5.00,          70367224,            640.65,    45080762055.60
18 OCT 2024,MEDICAMEQ,EQ,MEDICAMEN BIOTECH LIMITED,Listed    ,18 OCT 2024,              10.00,          12714600,            544.25,     6919921050.00 
18 OCT 2024,MEDICO,BE,MEDICO REMEDIES LIMITED  ,Listed    ,18 OCT 2024,               2.00,          82984000,             48.95,     4061236960.00    
18 OCT 2024,MEDIORG,ST,MEDICAMEN ORGANICS LTD   ,Listed    ,16 OCT 2024,              10.00,          11700000,             55.65,      651105000.00   
18 OCT 2024,MEDPLUS,EQ,MEDPLUS HEALTH SERV LTD  ,Listed    ,18 OCT 2024,               2.00,         119547156,            681.85,    81513228318.60   
18 OCT 2024,MEGAFLEX,ST,MEGA FLEX PLASTICS LTD   ,Listed    ,18 OCT 2024,              10.00,          10745025,             54.20,      582380355.00  
18 OCT 2024,MEGASOFT,BE,MEGASOFT LTD             ,Listed    ,18 OCT 2024,              10.00,          73770041,             62.65,     4620217667.85  
18 OCT 2024,MEGASTAR,EQ,MEGASTAR FOODS LIMITED   ,Listed    ,18 OCT 2024,              10.00,          11293700,            253.55,     2863517635.00  
18 OCT 2024,MEGATHERM,SM,MEGATHERM INDUCTION LTD  ,Listed    ,18 OCT 2024,              10.00,          18840729,            350.20,     6598023295.80 
18 OCT 2024,MENONBE,EQ,MENON BEARINGS LIMITED   ,Listed    ,18 OCT 2024,               1.00,          56040000,            124.10,     6954003600.00   
18 OCT 2024,MEP,BE,MEP INFRA. DEVELOPERS LTD,Listed    ,18 OCT 2024,              10.00,         183446051,              3.60,      660405783.60       
18 OCT 2024,METROBRAND,EQ,METRO BRANDS LIMITED     ,Listed    ,18 OCT 2024,               5.00,         271944930,           1234.30,   335661627099.00
18 OCT 2024,METROPOLIS,EQ,METROPOLIS HEALTHCARE LTD,Listed    ,18 OCT 2024,               2.00,          51241629,           2205.65,   113021099003.85
18 OCT 2024,MFML,BE,MAHALAXMI FABRIC MILLS LT,Listed    ,18 OCT 2024,              10.00,          10620275,             56.00,      594522994.50      
18 OCT 2024,MFSL,EQ,MAX FINANCIAL SERV LTD   ,Listed    ,18 OCT 2024,               2.00,         345114771,           1196.65,   412981590717.15      
18 OCT 2024,MGEL,BE,MANGALAM GLOBAL ENT LTD  ,Listed    ,18 OCT 2024,               2.00,         164777800,             26.35,     4340247252.00      
18 OCT 2024,MGL,EQ,MAHANAGAR GAS LTD.       ,Listed    ,18 OCT 2024,              10.00,          98777778,           1582.25,   156291139240.50       
18 OCT 2024,MHHL,SM,MOHINI HEALTH&HYGIENE LTD,Listed    ,18 OCT 2024,              10.00,          18235900,             54.85,     1000239115.00      
18 OCT 2024,MHLXMIRU,EQ,MAHALAXMI RUBTECH LIMITED,Listed    ,18 OCT 2024,              10.00,          10620275,            158.90,     1687774103.00  
18 OCT 2024,MHRIL,EQ,MAHINDRA HOLIDAYS LTD    ,Listed    ,18 OCT 2024,              10.00,         201974271,            377.90,    76326077010.90     
18 OCT 2024,MICEL,EQ,MIC ELECTRONICS LTD      ,Listed    ,18 OCT 2024,               2.00,         241011560,             94.15,    22686418142.80     
18 OCT 2024,MICROPRO,SM,MICROPRO SOFTWARE SOL L  ,Listed    ,18 OCT 2024,              10.00,          14299400,             39.05,      558391570.00  
18 OCT 2024,MIDHANI,EQ,MISHRA DHATU NIGAM LTD   ,Listed    ,18 OCT 2024,              10.00,         187340000,            369.70,    69259598000.00   
18 OCT 2024,MIEL,ST,MANGLAM INFRA & ENG LTD  ,Listed    ,18 OCT 2024,              10.00,          17596700,             57.25,     1007411075.00      
18 OCT 2024,MILTON,SM,MILTON INDUSTRIES LIMITED,Listed    ,17 OCT 2024,              10.00,          16995000,             42.50,      722287500.00    
18 OCT 2024,MINDACORP,EQ,MINDA CORPORATION LTD    ,Listed    ,18 OCT 2024,               2.00,         239079428,            536.50,   128266113122.00 
18 OCT 2024,MINDPOOL,ST,MINDPOOL TECHNOLOGIES LTD,Listed    ,11 OCT 2024,              10.00,           4237500,             63.25,      268021875.00  
18 OCT 2024,MINDSPACE,RR,MINDSPACE BUSINESS P REIT,Listed    ,18 OCT 2024,             275.00,         593018182,            370.35,   219618353521.90 
18 OCT 2024,MINDTECK,BE,MINDTECK (INDIA) LIMITED ,Listed    ,18 OCT 2024,              10.00,          31848054,            271.50,     8646746661.00  
18 OCT 2024,MIRCELECTR,BE,MIRCELECTR-DEPO          ,Listed    ,18 OCT 2024,               1.00,         230952619,             22.25,     5141005298.95
18 OCT 2024,MIRZAINT,EQ,MIRZA INTERNATIONAL LIMIT,Listed    ,18 OCT 2024,               2.00,         138201900,             42.70,     5903985168.00  
18 OCT 2024,MITCON,EQ,MITCON CON & ENG SER LTD ,Listed    ,18 OCT 2024,              10.00,          13436701,            115.35,     1549789093.35    
18 OCT 2024,MITTAL,EQ,MITTAL LIFE STYLE LIMITED,Listed    ,18 OCT 2024,               1.00,         224016720,              2.10,      472675279.20    
18 OCT 2024,MKPL,BE,M K PROTEINS LIMITED     ,Listed    ,18 OCT 2024,               1.00,         375372000,              9.00,     3382101720.00      
18 OCT 2024,MMFL,EQ,MM FORGINGS LTD          ,Listed    ,18 OCT 2024,              10.00,          48281600,            540.65,    26103447040.00      
18 OCT 2024,MMP,BE,MMP INDUSTRIES LIMITED   ,Listed    ,18 OCT 2024,              10.00,          25402613,            384.05,     9755873522.65       
18 OCT 2024,MMTC,EQ,MMTC LIMITED             ,Listed    ,18 OCT 2024,               1.00,        1500000000,             82.30,   123450000000.00      
18 OCT 2024,MODIRUBBER,BE,MODI RUBBER LTD          ,Listed    ,18 OCT 2024,              10.00,          25040532,            128.50,     3218209172.65
18 OCT 2024,MODISONLTD,BE,MODISON LIMITED          ,Listed    ,18 OCT 2024,               1.00,          32450000,            172.80,     5606711000.00
18 OCT 2024,MODTHREAD,BE,MODERN THREADS INDIA LTD ,Listed    ,18 OCT 2024,              10.00,          34775160,             56.00,     1947408960.00 
18 OCT 2024,MOHITIND,EQ,MOHIT INDUSTRIES LTD     ,Listed    ,18 OCT 2024,              10.00,          14157575,             27.25,      386077070.25  
18 OCT 2024,MOIL,EQ,MOIL LIMITED             ,Listed    ,18 OCT 2024,              10.00,         203485211,            368.05,    74892731908.55      
18 OCT 2024,MOKSH,BE,MOKSH ORNAMENTS LIMITED  ,Listed    ,18 OCT 2024,               2.00,          53660055,             19.60,     1052810279.10     
18 OCT 2024,MOL,EQ,MEGHMANI ORGANICS LIMITED,Listed    ,18 OCT 2024,               1.00,         254314211,            109.35,    27814345257.05       
18 OCT 2024,MOLDTECH,EQ,MOLD-TEK TECHNOLOGIES LTD,Listed    ,18 OCT 2024,               2.00,          28564460,            220.95,     6310746147.80  
18 OCT 2024,MOLDTKPAC,EQ,MOLD-TEK PACKAGING LTD   ,Listed    ,18 OCT 2024,               5.00,          33120639,            727.25,    24086984712.75 
18 OCT 2024,MONARCH,EQ,MONARCH NETWORTH CAP LTD ,Listed    ,18 OCT 2024,              10.00,          67739036,            435.50,    29500350178.00   
18 OCT 2024,MONOPHARMA,SM,MONO PHARMACARE LIMITED  ,Listed    ,18 OCT 2024,              10.00,          17668564,             34.55,      610448886.20
18 OCT 2024,MONTECARLO,EQ,MONTE CARLO FASHIONS LTD.,Listed    ,18 OCT 2024,              10.00,          20732064,            830.55,    17219015755.20
18 OCT 2024,MORARJEE,BE,MORARJEE TEXTILES LIMITED,Listed    ,18 OCT 2024,               7.00,          36332349,             11.00,      400382486.00  
18 OCT 2024,MOREPENLAB,EQ,MOREPEN LAB. LTD         ,Listed    ,18 OCT 2024,               2.00,         547953699,             85.55,    46882918486.45
18 OCT 2024,MOS,ST,MOS UTILITY LIMITED      ,Listed    ,18 OCT 2024,              10.00,          24935586,            304.10,     7582911702.60       
18 OCT 2024,MOTHERSON,EQ,SAMVRDHNA MTHRSN INTL LTD,Listed    ,18 OCT 2024,               1.00,        7036295067,            205.15,  1443425570044.40 
18 OCT 2024,MOTILALOFS,EQ,MOTILAL OSWAL FIN LTD    ,Listed    ,18 OCT 2024,               1.00,         598574276,           1029.70,   616351931997.20
18 OCT 2024,MOTISONS,BE,MOTISONS JEWELLERS LTD   ,Listed    ,18 OCT 2024,              10.00,          98446000,            299.40,    29474732400.00  
18 OCT 2024,MOTOGENFIN,EQ,MOTOR & GENERAL FINANCE L,Listed    ,18 OCT 2024,               5.00,          38727190,             37.65,     1457304159.70
18 OCT 2024,MOXSH,SM,MOXSH OVERSEAS EDUCON LTD,Listed    ,17 OCT 2024,              10.00,           8963200,             51.85,      464741920.00     
18 OCT 2024,MPHASIS,EQ,MPHASIS LIMITED          ,Listed    ,18 OCT 2024,              10.00,         189171208,           3095.75,   585626767166.00   
18 OCT 2024,MPSLTD,EQ,MPS LIMITED              ,Listed    ,18 OCT 2024,              10.00,          17105816,           2180.25,    37294955334.00    
18 OCT 2024,MPTODAY,SM,M P TODAY MEDIA LIMITED  ,Listed    ,16 OCT 2024,              10.00,           4568000,             35.00,      159880000.00   
18 OCT 2024,MRF,EQ,MRF LTD                  ,Listed    ,18 OCT 2024,              10.00,           4241143,         129444.65,   548993271234.95       
18 OCT 2024,MRO-TEK,EQ,MRO-TEK REALTY LIMITED   ,Listed    ,18 OCT 2024,               5.00,          18684602,             95.15,     1778213572.35   
18 OCT 2024,MRPL,EQ,MRPL                     ,Listed    ,18 OCT 2024,              10.00,        1752598777,            165.55,   290107675556.80      
18 OCT 2024,MSPL,BE,MSP STEEL & POWER LTD.   ,Listed    ,18 OCT 2024,              10.00,         385415000,             49.30,    18997105350.00      
18 OCT 2024,MSTCLTD,EQ,MSTC LIMITED             ,Listed    ,18 OCT 2024,              10.00,          70400000,            694.35,    48882240000.00   
18 OCT 2024,MSUMI,EQ,MOTHERSON SUMI WRNG IND L,Listed    ,18 OCT 2024,               1.00,        4421107932,             64.15,   283569862758.50     
18 OCT 2024,MTARTECH,EQ,MTAR TECHNOLOGIES LIMITED,Listed    ,18 OCT 2024,              10.00,          30759591,           1681.40,    51719176307.40  
18 OCT 2024,MTNL,EQ,MAHANAGAR TELEPHONE NIGAM,Listed    ,18 OCT 2024,              10.00,         630000000,             52.05,    32797800000.00      
18 OCT 2024,MUFIN,EQ,MUFIN GREEN FINANCE LTD  ,Listed    ,18 OCT 2024,               1.00,         158295172,            108.75,    17214599955.00     
18 OCT 2024,MUFTI,EQ,CREDO BRANDS MARKETING L ,Listed    ,18 OCT 2024,               2.00,          64965003,            189.60,    12318663868.85     
18 OCT 2024,MUKANDLTD,EQ,MUKAND LTD.              ,Listed    ,18 OCT 2024,              10.00,         144495563,            152.60,    22048577958.15 
18 OCT 2024,MUKKA,EQ,MUKKA PROTEINS LIMITED   ,Listed    ,18 OCT 2024,               1.00,         300000000,             41.75,    12528000000.00     
18 OCT 2024,MUKTAARTS,BE,MUKTA ARTS LIMITED       ,Listed    ,18 OCT 2024,               5.00,          22585200,             81.80,     1847695212.00 
18 OCT 2024,MUNJALAU,EQ,MUNJAL AUTO IND. LTD.    ,Listed    ,18 OCT 2024,               2.00,         100000000,            143.45,    14344000000.00  
18 OCT 2024,MUNJALSHOW,EQ,MUNJAL SHOWA LTD         ,Listed    ,18 OCT 2024,               2.00,          39995000,            162.50,     6499987400.00
18 OCT 2024,MURUDCERA,EQ,MURUDESHWAR CERAMICS LTD ,Listed    ,18 OCT 2024,              10.00,          60545260,             54.20,     3280342186.80 
18 OCT 2024,MUTHOOTCAP,EQ,MUTHOOT CAP SERV LTD     ,Listed    ,18 OCT 2024,              10.00,          16447533,            374.65,     6162068238.45
18 OCT 2024,MUTHOOTFIN,EQ,MUTHOOT FINANCE LIMITED  ,Listed    ,18 OCT 2024,              10.00,         401463891,           1968.75,   790382035406.25
18 OCT 2024,MUTHOOTMF,EQ,MUTHOOT MICROFIN LIMITED ,Listed    ,18 OCT 2024,              10.00,         170492176,            216.60,    36928605321.60 
18 OCT 2024,MVGJL,EQ,MANOJ VAIBHAV GEM N JEW L,Listed    ,18 OCT 2024,              10.00,          48847441,            253.50,    12382826293.50     
18 OCT 2024,MVKAGRO,SM,M.V.K. AGRO FOOD PROD LTD,Listed    ,18 OCT 2024,              10.00,          15490000,             46.80,      724932000.00   
18 OCT 2024,MWL,SM,MANGALAM WORLDWIDE LTD   ,Listed    ,18 OCT 2024,              10.00,          24500674,            179.90,     4407671252.60       
18 OCT 2024,MYMUDRA,SM,MY MUDRA FINCORP LIMITED ,Listed    ,18 OCT 2024,              10.00,          11391800,             91.45,     1041780110.00   
18 OCT 2024,NACLIND,EQ,NACL INDUSTRIES LIMITED  ,Listed    ,18 OCT 2024,               1.00,         199384176,             53.50,    10663065732.50   
18 OCT 2024,NAGAFERT,EQ,NAGARJUN FERT AND CHE LTD,Listed    ,18 OCT 2024,               1.00,         598065003,             10.90,     6530869832.75  
18 OCT 2024,NAGREEKCAP,EQ,NAGREEKA CAP & INFR.LTD  ,Listed    ,18 OCT 2024,               5.00,          12615300,             29.00,      365591394.00
18 OCT 2024,NAGREEKEXP,BE,NAGREEKA EXPORTS LTD.    ,Listed    ,18 OCT 2024,               5.00,          31249250,             37.85,     1183409097.50
18 OCT 2024,NAHARCAP,EQ,NAHAR CAP & FIN.         ,Listed    ,18 OCT 2024,               5.00,          16746167,            302.20,     5060691667.40  
18 OCT 2024,NAHARINDUS,EQ,NAHAR INDS ENT LTD       ,Listed    ,18 OCT 2024,              10.00,          43205581,            143.35,     6193520036.35
18 OCT 2024,NAHARPOLY,BE,NAHAR POLY FILMS LIMITED ,Listed    ,18 OCT 2024,               5.00,          24587991,            238.75,     5870874611.05 
18 OCT 2024,NAHARSPING,EQ,NAHAR SPINNING MILLS LTD.,Listed    ,18 OCT 2024,               5.00,          36065303,            271.40,     9788123234.20
18 OCT 2024,NAM-INDIA,EQ,NIPPON L I A M LTD       ,Listed    ,18 OCT 2024,              10.00,         633219986,            703.40,   445406938152.40 
18 OCT 2024,NAMAN,ST,NAMAN IN-STORE (INDIA) L ,Listed    ,18 OCT 2024,              10.00,          10548000,            203.40,     2145463200.00     
18 OCT 2024,NAMOEWASTE,SM,NAMO EWASTE MANAGEMENT L ,Listed    ,18 OCT 2024,              10.00,          22867515,            166.00,     3796007490.00
18 OCT 2024,NARMADA,EQ,NARMADA AGROBASE LIMITED ,Listed    ,18 OCT 2024,              10.00,          37936399,             15.40,      584599908.60   
18 OCT 2024,NATCOPHARM,EQ,NATCO PHARMA LTD.        ,Listed    ,18 OCT 2024,               2.00,         181698586,           1398.65,   254132727308.90
18 OCT 2024,NATHBIOGEN,EQ,NATH BIO-GENES (I) LTD   ,Listed    ,18 OCT 2024,              10.00,          19004000,            204.00,     3876816000.00
18 OCT 2024,NATIONALUM,EQ,NATIONAL ALUMINIUM CO LTD,Listed    ,18 OCT 2024,               5.00,        1836631787,            232.10,   426318970398.45
18 OCT 2024,NAUKRI,EQ,INFO EDGE (I) LTD        ,Listed    ,18 OCT 2024,              10.00,         129584120,           8088.85,  1048186509062.00    
18 OCT 2024,NAVA,EQ,NAVA LIMITED             ,Listed    ,18 OCT 2024,               2.00,         145100638,           1004.25,   145717315711.50      
18 OCT 2024,NAVINFLUOR,EQ,NAVIN FLUORINE INT. LTD  ,Listed    ,18 OCT 2024,               2.00,          49566800,           3375.65,   167320168420.00
18 OCT 2024,NAVKARCORP,EQ,NAVKAR CORPORATION LTD.  ,Listed    ,18 OCT 2024,              10.00,         150519181,            136.60,    20560920124.60
18 OCT 2024,NAVNETEDUL,EQ,NAVNEET EDUCATION LTD    ,Listed    ,18 OCT 2024,               2.00,         226213181,            137.80,    31174438473.60
18 OCT 2024,NAZARA,EQ,NAZARA TECHNOLOGIES LTD  ,Listed    ,18 OCT 2024,               4.00,          76541640,            926.80,    70938791952.00    
18 OCT 2024,NBCC,EQ,NBCC (INDIA) LIMITED     ,Listed    ,18 OCT 2024,               1.00,        2700000000,            107.95,   291519000000.00      
18 OCT 2024,NBIFIN,EQ,N.B.I. IND. FIN. CO. LTD ,Listed    ,18 OCT 2024,               5.00,           2456806,           2478.00,     6087965268.00    
18 OCT 2024,NCC,EQ,NCC LIMITED              ,Listed    ,18 OCT 2024,               2.00,         627846588,            310.90,   195197504209.20       
18 OCT 2024,NCLIND,EQ,NCL INDUSTRIES LIMITED   ,Listed    ,18 OCT 2024,              10.00,          45232790,            210.20,     9507932458.00    
18 OCT 2024,NDGL,BE,NAGA DHUNSERI GROUP LTD  ,Listed    ,18 OCT 2024,              10.00,           1000000,           5748.60,     5748600000.00      
18 OCT 2024,NDL,BE,NANDAN DENIM LIMITED     ,Listed    ,18 OCT 2024,               1.00,        1441471680,              5.70,     8201973859.20       
18 OCT 2024,NDLVENTURE,EQ,NDL VENTURES LIMITED     ,Listed    ,18 OCT 2024,              10.00,          33671621,            121.35,     4086724640.75
18 OCT 2024,NDRAUTO,EQ,NDR AUTO COMPONENTS LTD  ,Listed    ,18 OCT 2024,              10.00,          23785304,            835.65,    19876189287.60   
18 OCT 2024,NDRINVIT,IV,NDR INVIT TRUST          ,Listed    ,08 OCT 2024,             100.00,         385000000,            105.25,    40521250000.00  
18 OCT 2024,NDTV,EQ,NDTV LTD                 ,Listed    ,18 OCT 2024,               4.00,          64471267,            175.40,    11308904944.45      
18 OCT 2024,NECCLTD,BE,NORTH EAST CARRY CORP LTD,Listed    ,18 OCT 2024,              10.00,          95901154,             30.20,     2896214850.80   
18 OCT 2024,NECLIFE,BE,NECTAR LIFESCIENCES LTD. ,Listed    ,18 OCT 2024,               1.00,         224260970,             37.30,     8360448961.60   
18 OCT 2024,NELCAST,EQ,NELCAST LIMITED          ,Listed    ,18 OCT 2024,               2.00,          87001200,            124.90,    10866449880.00   
18 OCT 2024,NELCO,EQ,NELCO LTD                ,Listed    ,18 OCT 2024,              10.00,          22818400,            969.65,    22125861560.00     
18 OCT 2024,NEOGEN,EQ,NEOGEN CHEMICALS LIMITED ,Listed    ,18 OCT 2024,              10.00,          26381674,           2042.90,    53895121814.60    
18 OCT 2024,NEPHROCARE,ST,NEPHRO CARE INDIA LIMITED,Listed    ,18 OCT 2024,              10.00,          16486400,            245.95,     4054830080.00
18 OCT 2024,NESCO,EQ,NESCO LTD.               ,Listed    ,18 OCT 2024,               2.00,          70459960,            964.30,    67944539428.00     
18 OCT 2024,NESTLEIND,EQ,NESTLE INDIA LIMITED     ,Listed    ,18 OCT 2024,               1.00,         964157160,           2350.25,  2266010365290.00 
18 OCT 2024,NETWEB,EQ,NETWEB TECH INDIA LTD    ,Listed    ,18 OCT 2024,               2.00,          56366804,           2681.65,   151156039946.60    
18 OCT 2024,NETWORK18,EQ,NETWORK18 MEDIA & INV LTD,Listed    ,18 OCT 2024,               5.00,        1542000019,             81.70,   125950561551.90 
18 OCT 2024,NEULANDLAB,EQ,NEULAND LAB LTD.         ,Listed    ,18 OCT 2024,              10.00,          12829889,          14084.65,   180704496103.85
18 OCT 2024,NEWGEN,EQ,NEWGEN SOFTWARE TECH LTD ,Listed    ,18 OCT 2024,              10.00,         140291802,           1257.65,   176437984785.30    
18 OCT 2024,NEWJAISA,SM,NEWJAISA TECHNOLOGIES LTD,Listed    ,18 OCT 2024,               5.00,          35225472,             90.70,     3194950310.40  
18 OCT 2024,NEXTMEDIA,BE,NEXT MEDIAWORKS LIMITED  ,Listed    ,18 OCT 2024,              10.00,          66892908,              7.20,      482966795.75 
18 OCT 2024,NFL,EQ,NATIONAL FERT. LTD       ,Listed    ,18 OCT 2024,              10.00,         490578400,            116.95,    57368238096.00       
18 OCT 2024,NGIL,EQ,NAKODA GROUP OF IND. LTD ,Listed    ,18 OCT 2024,              10.00,          12725142,             38.75,      492972001.10      
18 OCT 2024,NGLFINE,EQ,NGL FINE CHEM LIMITED    ,Listed    ,18 OCT 2024,               5.00,           6178024,           2064.45,    12754221646.80   
18 OCT 2024,NH,EQ,NARAYANA HRUDAYALAYA LTD.,Listed    ,18 OCT 2024,              10.00,         204360804,           1276.90,   260948310627.60        
18 OCT 2024,NHIT,IV,NATIONAL HIGHW INFRA TRUS,Listed    ,24 SEP 2024,             100.00,        1312200600,            131.50,   172554378900.00      
18 OCT 2024,NHPC,EQ,NHPC LTD                 ,Listed    ,18 OCT 2024,              10.00,       10045034805,             84.15,   845088778144.65      
18 OCT 2024,NIACL,EQ,THE NEW INDIA ASSU CO LTD,Listed    ,18 OCT 2024,               5.00,        1648000000,            209.30,   344893440000.00     
18 OCT 2024,NIBL,EQ,NRB INDUS. BEARINGS LTD. ,Listed    ,18 OCT 2024,               2.00,          24230650,             35.40,      857280397.00      
18 OCT 2024,NIDAN,SM,NIDAN LABS AND HEALTH LTD,Listed    ,18 OCT 2024,              10.00,          13900000,             31.80,      442020000.00     
18 OCT 2024,NIITLTD,EQ,NIIT LIMITED             ,Listed    ,18 OCT 2024,               2.00,         135360453,            168.15,    22763567381.00   
18 OCT 2024,NIITMTS,EQ,NIIT LEARNING SYSTEMS LTD,Listed    ,18 OCT 2024,               2.00,         135849965,            498.95,    67782340036.75   
18 OCT 2024,NILAINFRA,EQ,NILA INFRASTRUCTURES LTD ,Listed    ,18 OCT 2024,               1.00,         393889200,             12.60,     4959065028.00 
18 OCT 2024,NILASPACES,BE,NILA SPACES LIMITED      ,Listed    ,18 OCT 2024,               1.00,         393889200,             12.80,     5049659544.00
18 OCT 2024,NILKAMAL,EQ,NILKAMAL LIMITED         ,Listed    ,18 OCT 2024,              10.00,          14922525,           1926.95,    28754959548.75  
18 OCT 2024,NINSYS,EQ,NINTEC SYSTEMS LIMITED   ,Listed    ,18 OCT 2024,              10.00,          18576000,            590.85,    10975629600.00    
18 OCT 2024,NIPPOBATRY,EQ,INDO-NATIONAL LIMITED    ,Listed    ,18 OCT 2024,               5.00,           7500000,            558.85,     4191375000.00
18 OCT 2024,NIRAJ,BE,NIRAJ CEMENT STRUC LTD   ,Listed    ,18 OCT 2024,              10.00,          40155300,             63.05,     2531390112.00     
18 OCT 2024,NIRAJISPAT,EQ,NIRAJ ISPAT IND LTD      ,Listed    ,10 OCT 2024,              10.00,            600000,            236.40,      141834000.00
18 OCT 2024,NIRMAN,ST,NIRMAN AGRI GENTICS LTD  ,Listed    ,18 OCT 2024,              10.00,           8009676,            340.50,     2727294678.00    
18 OCT 2024,NITCO,EQ,NITCO LIMITED            ,Listed    ,18 OCT 2024,              10.00,          71858955,            121.30,     8716491241.50     
18 OCT 2024,NITINSPIN,EQ,NITIN SPINNERS LIMITED   ,Listed    ,18 OCT 2024,              10.00,          56220000,            406.35,    22844997000.00 
18 OCT 2024,NITIRAJ,EQ,NITIRAJ ENGINEERS LTD    ,Listed    ,18 OCT 2024,              10.00,          10251000,            250.00,     2562750000.00   
18 OCT 2024,NKIND,EQ,NK INDUSTRIES LTD        ,Listed    ,18 OCT 2024,              10.00,           6009900,             46.10,      276936192.00     
18 OCT 2024,NLCINDIA,EQ,NLC INDIA LIMITED        ,Listed    ,18 OCT 2024,              10.00,        1386636609,            264.90,   367320037724.10  
18 OCT 2024,NMDC,EQ,NMDC LTD.                ,Listed    ,18 OCT 2024,               1.00,        2930605850,            231.45,   678259417924.00      
18 OCT 2024,NOCIL,EQ,NOCIL LIMITED            ,Listed    ,18 OCT 2024,              10.00,         166903480,            294.25,    49111348990.00     
18 OCT 2024,NOIDATOLL,BE,NOIDA TOLL BRIDGE CO LTD ,Listed    ,18 OCT 2024,              10.00,         186195002,             13.95,     2593696377.85 
18 OCT 2024,NORBTEAEXP,BE,NORBEN TEA &EXPORTS LTD  ,Listed    ,18 OCT 2024,              10.00,          11750000,             17.50,      205860000.00
18 OCT 2024,NORTHARC,EQ,NORTHERN ARC CAPITAL LTD ,Listed    ,18 OCT 2024,              10.00,         161379336,            266.10,    42943041309.60  
18 OCT 2024,NOVAAGRI,BE,NOVA AGRITECH LIMITED    ,Listed    ,18 OCT 2024,               2.00,          92519813,             62.20,     5754732368.60  
18 OCT 2024,NPST,SM,NETWORK PEOPLE SRV TECH L,Listed    ,18 OCT 2024,              10.00,          19386000,           2785.25,    53994856500.00      
